what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1361700224913
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1361700224913
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1361700224917
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1361700224917
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1361700224919
started,bundle,org.tigris.subversion.subclipse.core,1.2.4,"org.tigris.subversion.subclipse.core",1361700224919
started,bundle,org.tigris.subversion.subclipse.ui,1.2.4,"org.tigris.subversion.subclipse.ui",1361700224937
started,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1361700224959
started,bundle,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.ui",1361700224960
started,bundle,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui",1361700224979
started,bundle,org.eclipse.mylyn.trac.core,3.4.1.v20100709-0100-e3x,"org.eclipse.mylyn.trac.core",1361700224980
started,bundle,org.eclipse.mylyn.trac.ui,3.4.0.v20100706-0100-e3x,"org.eclipse.mylyn.trac.ui",1361700224983
os,sysinfo,,,"win32",1361700224991
